Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1951,NYG,1824,6153,179,781,734,55,10.90%,10.10%,0.157,0.267,0.26,0.347,0.418,0.354,,105,1.9,38.6,63.3,31.2
2000,STL,2196,6369,235,887,841,87,10.60%,19.70%,0.185,0.308,0.27,0.356,0.455,0.353,,105,-5.2,36,82.1,31.2
1937,CHC,1725,6028,96,811,762,71,8.90%,8.20%,0.129,0.303,0.287,0.355,0.416,0.356,,109,10.6,74.8,48.8,31.2
1951,NYY,1886,5924,140,798,741,78,10.20%,9.20%,0.139,0.278,0.269,0.349,0.408,0.351,,108,4.3,66.2,51.5,31.1
1998,BOS,2043,6302,205,876,827,72,8.60%,16.60%,0.183,0.31,0.28,0.348,0.463,0.352,,107,-2.7,54.8,44.2,31.1
1952,BRO,1869,6068,153,775,725,90,10.90%,11.50%,0.137,0.278,0.262,0.348,0.399,0.35,,105,5.1,43.4,50.3,31.1
2022,TOR,2445,6158,200,775,756,67,8.10%,20.20%,0.168,0.305,0.264,0.329,0.431,0.331,,117,-10.5,110.7,-10.6,31.1
1975,LAD,2047,6246,118,648,606,138,9.80%,13.20%,0.116,0.271,0.248,0.325,0.365,0.316,,96,8.5,-23.7,120.6,31.1
2003,SEA,2180,6281,139,795,759,108,9.30%,15.70%,0.139,0.306,0.271,0.344,0.41,0.331,,104,2.4,36.5,62.6,31.1
2001,STL,2300,6177,199,814,768,91,8.60%,17.60%,0.172,0.302,0.27,0.339,0.441,0.335,,101,2.7,11.2,103,31.1
1997,HOU,2164,6363,133,777,720,171,9.90%,17.10%,0.144,0.298,0.259,0.344,0.403,0.33,,100,2.8,4.7,107.8,31
2021,SFG,2597,6196,241,804,768,66,9.70%,23.60%,0.191,0.295,0.249,0.329,0.44,0.329,,107,-6.4,46,55.4,31
1991,PIT,2219,6269,126,768,725,124,9.90%,14.40%,0.135,0.291,0.263,0.338,0.398,0.33,,109,6.4,70.1,23.1,31
1989,SFG,2315,6139,141,699,647,87,8.30%,17.40%,0.14,0.285,0.25,0.316,0.39,0.315,,105,-5.8,25.1,76.2,31
1903,PIT,1341,5511,34,793,650,172,6.60%,,0.106,,0.286,0.341,0.393,0.348,,106,-3.8,40.5,60.3,31
1930,WAS,1689,6113,57,892,819,101,8.70%,7.20%,0.124,0.321,0.302,0.369,0.425,0.361,,103,-13.8,12,95.7,30.9
2001,SFG,2231,6408,235,799,775,57,9.80%,17.00%,0.194,0.29,0.266,0.342,0.46,0.341,,108,-7.2,60.2,46.3,30.9
2019,NYY,2312,6245,306,943,904,55,9.10%,23.00%,0.222,0.306,0.267,0.339,0.49,0.346,,117,-0.8,132.5,-40,30.9
1948,NYY,1769,6048,139,857,806,24,10.30%,7.90%,0.154,0.285,0.278,0.356,0.432,0.367,,109,-7.9,60.3,44.3,30.9
2005,CLE,2166,6255,207,790,760,62,8.00%,17.50%,0.181,0.302,0.271,0.334,0.453,0.34,,110,3.6,76.4,20.2,30.9
1914,CWH,1681,5826,52,621,544,171,8.90%,10.60%,0.095,0.285,0.258,0.331,0.352,0.333,,101,16.4,24.5,71.9,30.9
1954,CLE,1926,6048,156,746,714,30,10.50%,11.00%,0.141,0.272,0.262,0.341,0.403,0.342,,106,-2.5,41.5,71.4,30.8
1999,CIN,2274,6378,209,865,820,164,8.90%,17.60%,0.179,0.304,0.272,0.341,0.451,0.344,,96,8.4,-25.3,137.3,30.8
1945,NYY,1637,5926,93,676,639,64,10.40%,9.60%,0.114,0.277,0.259,0.343,0.373,0.345,,108,-7.2,46.1,61.1,30.8
1987,NYM,2141,6335,192,823,771,159,9.30%,16.00%,0.166,0.295,0.268,0.339,0.434,0.335,,108,8.4,69.6,24.6,30.8
1914,NYG,1789,5789,30,672,566,239,7.70%,8.30%,0.084,0.287,0.265,0.33,0.348,0.331,,104,29.9,57.4,60.4,30.8
1969,MIN,2217,6424,163,790,733,115,9.30%,14.10%,0.141,0.292,0.268,0.34,0.408,0.337,,106,-1.1,40.9,60,30.8
1929,PHA,1666,5987,122,901,845,63,9.00%,7.30%,0.154,0.305,0.295,0.365,0.45,0.371,,108,-7.8,59,48.1,30.7
1928,NYG,1771,6103,118,807,758,62,7.30%,6.20%,0.137,0.298,0.293,0.349,0.43,0.359,,103,9.3,35.8,82.5,30.7
1901,PIT,1313,5468,29,777,636,203,7.10%,,0.092,,0.286,0.345,0.379,0.344,,109,1.7,64.2,57.2,30.7
2007,DET,2269,6364,177,887,857,103,7.40%,16.60%,0.171,0.323,0.287,0.345,0.458,0.347,,108,8,75.1,19.4,30.7
2010,TBR,2361,6270,160,802,769,172,10.70%,20.60%,0.156,0.293,0.247,0.333,0.403,0.326,,106,37.6,78.5,-3.2,30.7
1930,NYG,1758,6161,143,959,880,59,6.80%,6.20%,0.155,0.323,0.319,0.369,0.473,0.375,,103,11.3,41.9,79.2,30.6
1986,NYY,1758,6325,188,797,745,139,10.20%,14.40%,0.159,0.293,0.271,0.347,0.43,0.344,,114,8.1,112.4,-26,30.6
1942,STL,1796,6125,60,755,680,71,9.00%,8.20%,0.111,0.287,0.268,0.338,0.379,0.342,,107,11.3,57.6,53.3,30.6
1950,BRO,1814,6086,194,847,774,77,10.00%,10.40%,0.172,0.279,0.272,0.349,0.444,0.362,,105,13.7,53.2,65.8,30.5
1926,CIN,1762,6047,35,747,692,51,7.50%,5.50%,0.11,0.304,0.29,0.349,0.4,0.351,,105,7.4,42,82.3,30.5
1909,DET,1561,5763,19,666,521,280,6.90%,,0.075,,0.267,0.325,0.342,0.328,,106,15.9,48.5,51.9,30.5
1984,PHI,2296,6284,147,720,673,186,8.80%,17.30%,0.141,0.304,0.266,0.333,0.407,0.33,,107,13.1,62.4,19.9,30.5
1912,BOS,1545,5872,29,799,654,185,9.60%,,0.103,,0.277,0.355,0.38,0.355,,111,-6.7,74.2,31.1,30.5
2011,MIL,2292,6113,185,721,693,94,7.90%,17.70%,0.164,0.293,0.261,0.325,0.425,0.327,,103,0.3,20.6,82,30.5
2011,ARI,2230,6096,172,731,702,133,8.70%,20.50%,0.163,0.294,0.25,0.322,0.413,0.322,,97,9,-14.8,117.8,30.5
1993,ATL,2086,6234,169,767,712,125,9.00%,15.20%,0.146,0.287,0.262,0.331,0.408,0.328,,94,6.4,-36.7,121.1,30.5
1931,CHC,1748,6178,84,828,765,49,9.30%,10.40%,0.133,0.316,0.289,0.36,0.422,0.362,,110,8.4,90.5,27.2,30.5
1982,BAL,1856,6325,179,774,735,49,10.00%,12.60%,0.153,0.28,0.266,0.341,0.419,0.339,,110,-5.1,70.5,22.6,30.5
1992,OAK,1801,6275,142,745,693,143,11.30%,13.20%,0.129,0.279,0.258,0.346,0.386,0.334,,113,4.3,97.2,-11.9,30.5
1979,MIL,1579,6227,185,807,766,100,8.80%,12.00%,0.168,0.294,0.28,0.345,0.448,0.35,,114,0.5,107.2,-15.4,30.5
1906,NYG,1540,5556,14,625,513,288,10.10%,,0.065,,0.255,0.343,0.32,0.33,,107,14.9,58.3,30.9,30.4
1957,CHW,1925,6082,106,707,670,109,10.40%,12.20%,0.115,0.283,0.26,0.344,0.375,0.326,,101,6.5,11.4,95.2,30.4
1987,DET,1913,6444,225,896,840,106,10.10%,14.20%,0.179,0.287,0.272,0.349,0.451,0.348,,113,-2.8,101.5,-13.2,30.4
1921,STL,1809,5915,83,809,733,94,6.50%,7.60%,0.129,0.325,0.308,0.358,0.437,0.365,,111,-4.9,76.1,30.9,30.4
1949,NYY,1890,6041,115,829,760,58,12.10%,8.90%,0.131,0.282,0.269,0.362,0.4,0.36,,105,-2.4,33.5,65.4,30.4
2002,STL,2366,6246,175,787,758,86,8.70%,14.80%,0.157,0.292,0.268,0.338,0.425,0.331,,101,11.7,18.1,82.2,30.4
2014,LAA,2468,6284,155,773,729,81,7.80%,20.10%,0.147,0.305,0.259,0.322,0.406,0.321,,110,1.3,67.3,11.5,30.4
2017,LAD,2464,6191,221,770,730,77,10.50%,22.30%,0.188,0.293,0.249,0.334,0.437,0.33,,104,5.8,40.7,54.1,30.3
1935,NYY,1610,5917,104,818,755,68,10.20%,7.90%,0.136,0.293,0.28,0.358,0.416,0.358,,105,-8.7,32.1,79.9,30.3
1968,BAL,2012,6022,133,579,534,78,9.50%,16.90%,0.127,0.253,0.225,0.304,0.352,0.3,,100,5.2,5.7,105.9,30.3
1968,PIT,2032,6163,80,583,538,130,6.80%,15.50%,0.091,0.289,0.252,0.306,0.343,0.293,,95,6.8,-22.3,84.2,30.3
1961,MIL,1826,5958,188,712,662,70,9.00%,14.80%,0.157,0.276,0.258,0.328,0.415,0.329,,101,-1.7,5.2,95.1,30.3
2018,OAK,2403,6255,227,813,778,35,8.80%,22.10%,0.187,0.294,0.252,0.325,0.439,0.329,,112,-5.8,83.2,-1.3,30.3
1996,CLE,1705,6486,218,952,904,160,10.30%,13.00%,0.182,0.309,0.293,0.369,0.475,0.367,,111,7.8,110.5,-35,30.2
1956,MIL,1946,5897,177,709,667,29,8.20%,12.10%,0.163,0.269,0.259,0.323,0.423,0.328,,106,0.9,40.1,90.2,30.2
1910,CHC,1593,5792,34,711,586,173,9.40%,8.60%,0.098,0.292,0.268,0.344,0.366,0.349,,107,-7.9,41,35.8,30.2
1995,BOS,1522,5716,175,791,754,99,9.80%,16.10%,0.175,0.31,0.28,0.357,0.455,0.356,,107,-0.8,53.2,59.8,30.2
1930,CHC,1769,6354,171,998,941,70,9.30%,10.00%,0.172,0.325,0.309,0.378,0.481,0.383,,106,13.5,77.8,37.3,30.2
1980,KCR,1784,6357,115,809,766,185,8.00%,11.20%,0.128,0.306,0.286,0.345,0.413,0.339,,107,19,70.4,6.7,30.1
1962,LAD,2147,6362,140,842,781,198,9.00%,13.90%,0.132,0.295,0.268,0.337,0.4,0.328,,104,22.9,53.9,23.3,30.1
1982,KCR,1715,6178,132,784,746,133,7.20%,12.30%,0.143,0.307,0.285,0.337,0.428,0.339,,109,7.8,74,20,30.1
1969,PIT,2060,6235,119,725,651,74,7.30%,15.10%,0.121,0.313,0.277,0.334,0.398,0.329,,104,4.2,35.8,30.5,30.1
1975,PIT,2051,6112,138,712,669,50,7.70%,13.60%,0.139,0.286,0.263,0.323,0.402,0.329,,102,0.2,16.2,72.6,30.1
2008,CHC,2345,6384,184,855,811,87,10.00%,18.60%,0.165,0.321,0.278,0.354,0.443,0.349,,104,6.1,33.2,64.1,30.1
1947,BRO,1908,6125,83,774,719,88,12.00%,9.20%,0.112,0.292,0.272,0.364,0.384,0.355,,100,16.3,14.9,73.2,30
2010,MIL,2262,6304,182,750,710,81,8.70%,19.30%,0.161,0.304,0.262,0.335,0.424,0.334,,104,0.6,32.4,66.3,30
1966,ATL,2121,6286,207,782,734,59,8.10%,14.50%,0.161,0.279,0.263,0.326,0.424,0.329,,106,-2.9,38.7,21.9,30
1904,CHW,1465,5638,14,600,519,216,6.60%,,0.074,,0.242,0.3,0.316,0.298,,101,9.5,16.3,78.1,30
1972,OAK,2113,5846,134,604,565,87,7.90%,15.20%,0.126,0.264,0.24,0.306,0.366,0.307,,105,1.6,28.6,76.7,29.9
1953,CLE,1895,6018,160,770,730,33,10.10%,11.30%,0.14,0.285,0.27,0.349,0.41,0.348,,108,0.1,60.1,35.8,29.9
1935,NYG,1717,6163,123,770,703,32,6.40%,7.80%,0.13,0.296,0.286,0.336,0.416,0.345,,104,4.4,33.1,62.6,29.9
2018,NYY,2269,6271,267,851,821,63,10.00%,22.70%,0.202,0.285,0.249,0.329,0.451,0.335,,112,14.6,102.8,-25.1,29.9
1988,NYM,1963,6105,152,703,659,140,8.90%,13.80%,0.14,0.276,0.256,0.325,0.396,0.321,,111,4,78.2,7.6,29.9
1973,ATL,2055,6384,206,799,758,84,9.50%,13.60%,0.161,0.281,0.266,0.339,0.427,0.343,,106,4,50.5,31,29.8
1910,NYG,1699,5873,31,715,623,282,9.60%,8.30%,0.091,0.299,0.275,0.354,0.366,0.354,,109,10.8,73.3,-8.3,29.8
1907,CHC,1505,5570,13,571,450,235,7.80%,,0.061,,0.25,0.318,0.311,0.313,,97,11,-6.3,97.2,29.8
1960,PIT,1917,6029,120,734,689,34,8.10%,12.40%,0.131,0.299,0.276,0.335,0.407,0.329,,103,-0.6,21,69.2,29.8
1950,CLE,1831,6080,164,806,758,40,11.40%,10.20%,0.153,0.28,0.269,0.358,0.422,0.36,,104,-8.8,24.2,64.2,29.7
2021,TOR,2383,6070,262,846,816,81,8.20%,20.10%,0.2,0.296,0.266,0.33,0.466,0.34,,112,2.8,95.1,-4.7,29.7
1989,STL,2234,6141,73,632,587,155,8.30%,13.80%,0.105,0.292,0.258,0.321,0.363,0.309,,96,7.6,-22.9,115.5,29.7
2007,BOS,2278,6426,166,867,829,96,10.70%,16.20%,0.165,0.315,0.279,0.362,0.444,0.352,,109,-5,70.7,11.8,29.7
1999,NYM,2323,6454,181,853,814,150,11.10%,15.40%,0.156,0.308,0.279,0.363,0.434,0.35,,105,2.5,46,57,29.7
1928,PHA,1701,6003,89,828,760,61,8.80%,7.20%,0.142,0.308,0.294,0.363,0.436,0.368,,107,-13.9,42.1,42.9,29.7
1977,KCR,1836,6268,146,822,773,170,8.30%,11.00%,0.159,0.291,0.277,0.34,0.436,0.341,,109,2.4,69.1,10.7,29.7
1991,DET,1792,6359,209,817,778,109,11.00%,18.60%,0.169,0.277,0.247,0.333,0.416,0.336,,106,3,50.3,31.9,29.6
1939,CIN,1737,6106,98,767,714,46,8.20%,8.80%,0.127,0.294,0.278,0.343,0.405,0.346,,102,6.7,25.3,87.6,29.6
1963,SFG,2043,6176,197,725,680,55,7.10%,14.40%,0.155,0.275,0.258,0.316,0.414,0.323,,109,-5.4,56.1,0,29.6
2005,ATL,2347,6186,184,769,733,92,8.60%,17.50%,0.17,0.298,0.265,0.333,0.435,0.331,,100,-1.7,-3.1,96.7,29.6
2022,HOU,2279,6054,214,737,715,83,8.70%,19.50%,0.176,0.278,0.248,0.319,0.424,0.324,,112,-8.9,75,14,29.6
1945,CHC,1799,6035,57,735,674,69,9.20%,7.70%,0.095,0.295,0.277,0.349,0.372,0.346,,102,10.3,24.4,63.6,29.6
2011,STL,2403,6242,162,762,726,57,8.70%,15.70%,0.151,0.305,0.273,0.341,0.425,0.334,,112,-16.5,72.3,17.6,29.6
1944,NYY,1629,5978,96,674,631,91,8.70%,10.50%,0.122,0.285,0.264,0.333,0.387,0.341,,104,2.9,29.1,54.7,29.5
2015,SFG,2342,6153,136,696,663,93,7.40%,18.80%,0.139,0.313,0.267,0.326,0.406,0.318,,104,-0.4,25.5,62,29.5
1986,CAL,1732,6297,167,786,743,109,10.70%,13.70%,0.149,0.273,0.255,0.338,0.404,0.331,,103,4.5,30.7,48,29.5
1903,BOS,1337,5365,48,708,609,141,4.90%,,0.12,,0.272,0.313,0.392,0.332,,108,-3.9,49.4,59.4,29.4
1970,LAD,2040,6293,87,749,695,138,8.60%,13.40%,0.112,0.302,0.27,0.334,0.382,0.321,,98,7,-11.4,81.4,29.4
1975,BOS,1744,6175,134,796,756,66,9.10%,12.00%,0.142,0.295,0.275,0.344,0.417,0.346,,106,-8.2,34.5,47.8,29.4
2011,CIN,2358,6329,183,735,697,97,8.50%,19.80%,0.152,0.297,0.256,0.326,0.408,0.322,,99,8.7,3.6,81.9,29.4
1993,HOU,1993,6136,138,716,656,103,8.10%,14.80%,0.142,0.296,0.267,0.33,0.409,0.327,,101,-3.1,4,72.4,29.4
1977,TEX,1775,6342,135,767,704,154,9.40%,14.30%,0.135,0.299,0.27,0.342,0.405,0.333,,104,1.2,33.6,41,29.3
1937,DET,1694,6264,150,935,873,89,10.50%,11.40%,0.16,0.314,0.292,0.37,0.452,0.377,,104,-5.9,30.8,44.8,29.3
1969,OAK,2145,6403,148,740,680,100,9.60%,14.90%,0.126,0.275,0.249,0.329,0.376,0.321,,101,7.6,14.2,75.1,29.3
1901,STL,1355,5565,39,792,657,190,5.60%,,0.098,,0.284,0.337,0.381,0.34,,107,-0.2,53.4,50.2,29.3
2005,PHI,2273,6345,167,807,760,116,10.10%,17.10%,0.154,0.306,0.27,0.348,0.423,0.335,,98,9.2,-2.9,88.2,29.3
1931,NYG,1707,5840,101,768,727,83,6.60%,6.80%,0.127,0.298,0.289,0.34,0.416,0.348,,104,15.3,45.9,68.9,29.3
1979,PHI,2155,6222,119,683,641,128,9.70%,12.30%,0.13,0.288,0.266,0.34,0.396,0.328,,99,-3.2,-13,90.8,29.2
2008,TBR,2299,6312,180,774,735,142,9.90%,19.40%,0.162,0.302,0.26,0.34,0.422,0.335,,105,5.6,43.8,30.3,29.2
1977,BOS,1590,6184,213,859,828,66,8.50%,14.60%,0.183,0.301,0.281,0.345,0.465,0.355,,111,-1.2,78,-0.5,29.2
1967,STL,2032,6152,115,695,656,102,7.20%,14.90%,0.117,0.294,0.263,0.32,0.379,0.313,,101,4.3,8.9,45.3,29.2
1913,NYG,1741,5837,31,684,580,296,7.60%,8.60%,0.088,0.298,0.273,0.338,0.362,0.338,,102,16,29.9,41.7,29.2
1956,BRO,1885,5884,179,720,680,65,11.00%,12.50%,0.161,0.27,0.258,0.342,0.419,0.337,,100,1.5,3.8,117.4,29.2
1977,LAD,2176,6328,191,769,729,114,9.30%,14.20%,0.152,0.284,0.265,0.335,0.418,0.332,,104,2.3,29.6,50.6,29.1
2009,LAA,2246,6305,173,883,841,148,8.70%,16.70%,0.156,0.322,0.285,0.35,0.441,0.346,,108,8.6,75.5,-5.4,29.1
1946,NYY,1738,5878,136,684,649,48,10.60%,12.00%,0.139,0.265,0.248,0.334,0.387,0.343,,100,-6.5,-4.8,80,29.1
1923,CLE,1736,6150,59,886,806,79,10.20%,6.20%,0.119,0.317,0.301,0.381,0.421,0.377,,110,-2.3,81.1,15.6,29.1
1926,STL,1702,6104,90,817,756,83,7.80%,8.50%,0.129,0.304,0.286,0.348,0.415,0.356,,103,13.9,34.4,73.7,29.1
1975,BAL,1783,6211,124,682,635,104,9.30%,13.40%,0.121,0.276,0.252,0.326,0.373,0.321,,102,0.9,17.3,62.1,29.1
1992,TOR,1645,6224,163,780,737,129,9.00%,15.00%,0.151,0.288,0.263,0.333,0.414,0.337,,108,9.2,62.6,13.3,29.1
1933,WAS,1781,6209,60,851,793,65,8.60%,6.40%,0.115,0.301,0.287,0.353,0.402,0.352,,101,-8.7,3,61.7,29.1
1908,CHC,1580,5813,19,625,492,212,7.20%,,0.072,,0.249,0.311,0.321,0.311,,102,6.5,17.8,53.8,29.1
1919,NYG,1504,5157,40,605,505,157,6.40%,7.90%,0.097,0.288,0.269,0.322,0.366,0.329,,110,6.3,55.5,62.3,29.1
1912,PIT,1602,5879,39,751,657,177,7.10%,8.70%,0.114,0.309,0.284,0.34,0.398,0.352,,102,-6.1,6.5,78.6,29
2015,LAD,2379,6090,187,667,638,59,9.20%,20.70%,0.163,0.292,0.25,0.326,0.413,0.322,,106,-15.3,28.2,57.3,29
1983,MON,2125,6293,102,677,632,138,8.10%,11.60%,0.122,0.286,0.264,0.326,0.386,0.317,,98,9.3,-3,79.6,29
2004,ATL,2349,6339,178,803,767,86,9.30%,18.30%,0.164,0.309,0.27,0.343,0.434,0.336,,100,14.1,13,71.5,29
1988,TOR,1745,6194,158,763,706,107,8.40%,15.10%,0.151,0.295,0.268,0.332,0.419,0.335,,109,2.9,67.6,2.8,29
2021,LAD,2459,6239,237,830,799,65,9.80%,22.60%,0.185,0.284,0.244,0.33,0.429,0.327,,105,9.3,48.9,31,29
1989,NYM,2084,6131,147,683,633,158,8.20%,15.20%,0.139,0.27,0.246,0.311,0.385,0.312,,101,8.8,16.4,65.9,29
2012,SFG,2384,6200,103,718,675,118,7.80%,17.70%,0.128,0.315,0.269,0.327,0.397,0.314,,101,13,22.4,66.7,29
1942,BRO,1783,5991,62,742,678,81,9.50%,8.10%,0.098,0.282,0.264,0.338,0.362,0.336,,103,13.3,32,69.6,29
1923,DET,1839,6166,41,833,739,87,9.60%,6.20%,0.101,0.318,0.3,0.377,0.401,0.368,,107,6.8,65.3,28.6,28.9
1960,CHW,1948,5966,112,741,684,122,9.50%,10.90%,0.126,0.287,0.27,0.345,0.396,0.333,,103,7.6,29.3,76.1,28.9
2008,NYM,2405,6388,172,799,751,138,9.70%,16.00%,0.154,0.296,0.266,0.34,0.42,0.332,,100,12.7,13.4,72,28.9
1915,CHW,1603,5838,25,717,598,233,10.00%,9.80%,0.09,0.288,0.258,0.345,0.348,0.34,,109,-23.1,35,27.8,28.9
1999,BAL,1958,6409,203,851,804,107,9.60%,13.90%,0.169,0.298,0.279,0.353,0.447,0.35,,107,0.7,56.7,21.7,28.9
2017,NYY,2294,6354,241,858,821,90,9.70%,21.80%,0.185,0.304,0.262,0.339,0.447,0.336,,109,11.1,82.3,-4.9,28.8
1954,CHW,1878,5972,94,711,655,98,10.10%,9.00%,0.112,0.281,0.267,0.347,0.379,0.337,,99,1.2,-2.9,100.4,28.8
1963,MIL,2097,6211,139,677,624,75,8.50%,15.40%,0.127,0.27,0.244,0.312,0.37,0.304,,98,-2.4,-19,75.3,28.8
1940,CIN,1676,5986,89,707,649,72,7.60%,8.40%,0.113,0.28,0.266,0.327,0.379,0.326,,95,11.4,-24.7,128.5,28.8
2017,CLE,2367,6234,212,818,780,88,9.70%,18.50%,0.186,0.295,0.263,0.339,0.449,0.336,,105,11.1,48.8,32.4,28.8
2022,ATL,2259,6082,243,789,753,87,7.70%,24.60%,0.19,0.303,0.253,0.317,0.443,0.33,,111,9.7,85,-15.3,28.8
2000,SEA,1985,6444,198,907,869,122,12.00%,16.70%,0.172,0.299,0.269,0.361,0.442,0.352,,107,-0.5,64.5,12,28.8
1940,NYY,1631,6045,155,817,759,59,10.70%,10.00%,0.159,0.269,0.259,0.344,0.418,0.35,,100,-6.6,-5.7,78.5,28.8
1948,BOS,1679,6282,121,907,854,38,13.10%,8.70%,0.134,0.288,0.274,0.374,0.409,0.37,,102,-2.5,11.9,63.5,28.7
1910,BOS,1586,5917,43,637,527,194,7.30%,,0.092,,0.259,0.323,0.351,0.331,,109,-2.5,52.7,32.4,28.7
1920,NYY,1605,5900,115,837,745,64,9.00%,10.50%,0.146,0.3,0.28,0.35,0.426,0.364,,104,-2.3,27.3,51.6,28.7
1941,BOS,1727,6179,124,865,804,67,11.10%,9.10%,0.147,0.298,0.283,0.366,0.43,0.372,,106,-10.5,37.7,20.3,28.7
1980,NYY,1868,6329,189,820,772,86,10.20%,11.70%,0.157,0.277,0.267,0.343,0.425,0.343,,113,2,98.5,-36.9,28.6
1944,CLE,1858,6119,70,643,615,48,8.40%,9.70%,0.106,0.288,0.266,0.331,0.372,0.334,,105,-10,27.5,42.8,28.6
1901,CHW,1285,5397,32,819,656,280,8.80%,,0.095,,0.276,0.35,0.37,0.345,,105,17,59,42.9,28.6
1993,TOR,1603,6319,159,847,796,170,9.30%,13.60%,0.157,0.303,0.279,0.35,0.436,0.347,,109,15.1,88.1,-3.7,28.6
1991,CHW,1874,6360,139,758,722,134,9.60%,14.10%,0.129,0.288,0.262,0.336,0.391,0.328,,104,-2.6,28.4,44.2,28.6
1983,TOR,1811,6213,167,795,749,131,8.20%,13.00%,0.159,0.296,0.277,0.338,0.436,0.343,,108,-3.2,51.8,19.5,28.5
1997,BOS,1875,6430,185,851,810,68,8.00%,16.20%,0.172,0.325,0.291,0.352,0.463,0.354,,109,-6.6,65.7,-0.7,28.5
1921,CLE,1758,6264,42,925,847,51,9.90%,6.00%,0.123,0.326,0.308,0.383,0.432,0.378,,107,11.4,68.3,10.8,28.5
1960,MIL,1868,5868,170,724,681,69,7.90%,13.50%,0.153,0.281,0.265,0.323,0.417,0.328,,108,1.1,57,24.1,28.5
2012,STL,2391,6326,159,765,732,91,8.40%,18.80%,0.15,0.316,0.271,0.338,0.421,0.329,,106,-1.6,46.5,33.9,28.5
2002,NYY,2135,6377,223,897,857,100,10.00%,18.40%,0.18,0.31,0.275,0.354,0.455,0.352,,116,-1,122.9,-55.4,28.5
2018,MIL,2496,6210,218,754,711,124,8.60%,23.50%,0.172,0.302,0.252,0.323,0.424,0.322,,100,8.2,7.7,77,28.5
1947,CLE,1916,5975,112,687,649,29,8.40%,10.20%,0.125,0.275,0.259,0.324,0.385,0.331,,100,-5.3,-8.3,96.3,28.5
2019,WSN,2327,6267,231,873,824,116,9.30%,20.90%,0.19,0.306,0.265,0.342,0.454,0.336,,104,3.7,34.7,57.8,28.4
1969,CIN,2109,6301,171,798,750,79,7.50%,16.50%,0.146,0.31,0.277,0.335,0.422,0.34,,104,-3.1,24.7,23.1,28.4
1973,BOS,1629,6223,147,738,692,114,9.30%,12.80%,0.134,0.287,0.267,0.338,0.401,0.334,,102,8.1,23,40.3,28.3
1998,STL,2305,6413,223,810,781,133,10.50%,18.40%,0.183,0.289,0.258,0.341,0.441,0.34,,104,8.7,39.8,47.7,28.3
1976,PIT,2029,6177,110,708,660,130,7.00%,13.10%,0.123,0.293,0.267,0.321,0.391,0.325,,101,7.8,13.3,47.2,28.3
2012,MIL,2415,6224,202,776,741,158,7.50%,19.90%,0.177,0.299,0.259,0.325,0.437,0.329,,102,12.1,29.5,52.2,28.3
1925,WAS,1786,5984,56,828,747,135,9.00%,7.00%,0.108,0.322,0.304,0.374,0.412,0.366,,103,0.2,25,63.8,28.3
1985,LAD,2209,6224,129,682,632,136,8.70%,13.60%,0.122,0.285,0.261,0.328,0.382,0.316,,102,2.1,17.3,52.2,28.3
2017,MIN,2324,6261,206,815,781,95,9.50%,21.40%,0.174,0.306,0.26,0.334,0.434,0.329,,103,14.4,39.7,35.5,28.3
1995,CIN,2042,5575,161,747,694,190,9.30%,17.00%,0.169,0.303,0.27,0.342,0.44,0.342,,104,7,37,63.3,28.3
1956,BOS,1908,6215,139,780,752,28,11.70%,11.10%,0.144,0.292,0.275,0.362,0.419,0.35,,99,2.1,-3.4,72.1,28.3
1954,BRO,1865,6058,186,778,741,46,10.50%,10.30%,0.174,0.274,0.27,0.349,0.444,0.361,,104,-1.9,25.2,58.9,28.3
1966,DET,2043,6195,179,719,682,41,8.90%,15.90%,0.155,0.275,0.251,0.321,0.406,0.321,,107,-1.7,47.1,43.9,28.3
1967,PIT,2078,6255,91,679,615,79,6.20%,14.60%,0.103,0.314,0.277,0.324,0.38,0.313,,101,5.9,13.8,26.7,28.3
2013,TBR,2423,6242,165,700,670,73,9.40%,18.80%,0.151,0.295,0.257,0.329,0.408,0.324,,107,2.5,50.1,9.2,28.2
2003,SFG,2272,6204,180,755,713,53,9.60%,15.80%,0.161,0.291,0.264,0.338,0.425,0.33,,100,-8.3,-11.7,94.8,28.2
1914,IND,1604,5907,33,762,629,273,8.00%,10.90%,0.098,0.32,0.285,0.349,0.383,0.354,,102,35.9,50.4,12.7,28.2
1905,CHW,1520,5852,11,614,487,194,7.50%,,0.067,,0.237,0.305,0.304,0.299,,100,2,0,78.6,28.2
2002,ANA,2307,6327,152,851,811,117,7.30%,12.70%,0.15,0.303,0.282,0.341,0.433,0.336,,105,12.5,49.4,16.5,28.2
1974,PIT,2065,6366,114,751,692,55,8.10%,13.00%,0.118,0.3,0.274,0.335,0.391,0.33,,105,0.5,39.3,20.6,28.1
1982,MON,2052,6221,133,697,656,156,8.10%,13.10%,0.134,0.284,0.262,0.325,0.396,0.32,,102,9.2,23.3,37,28.1
1979,BOS,1733,6184,194,841,805,60,8.30%,11.40%,0.173,0.292,0.283,0.344,0.456,0.353,,108,-3.4,53.9,16.9,28.1
1976,MIN,1763,6307,81,743,691,146,8.70%,11.30%,0.102,0.299,0.274,0.341,0.375,0.332,,111,-0.4,70,-6.8,28.1
